provider_id,provider_name,t2.month,term_id,exam_id,exam_enroll_count
400000000008007,宁波凯信服饰股份有限公司,2017-03-21,400000000691002,400000000166001,NULL
400000000029002,上海网之易网络科技发展有限公司,NULL,NULL,NULL,NULL
400000000030003,重庆璞润控股(集团)有限公司,2017-03-05,400000000576001,400000000134001,19
400000000030004,西交利物浦大学图书馆,NULL,NULL,NULL,NULL
400000000037001,重庆长安民生物流股份有限公司,2017-03-03,400000000569005,400000000133001,57
400000000037001,重庆长安民生物流股份有限公司,2017-05-08,400000000947006,400000000290001,1
400000000037001,重庆长安民生物流股份有限公司,2017-05-07,400000000948006,400000000281001,6
400000000037001,重庆长安民生物流股份有限公司,2017-05-08,400000000948017,400000000281002,1
400000000037001,重庆长安民生物流股份有限公司,2017-05-08,400000000948025,400000000281003,1
400000000037001,重庆长安民生物流股份有限公司,2017-05-08,400000000949021,400000000291001,NULL
400000000037001,重庆长安民生物流股份有限公司,2017-05-07,400000000950005,400000000286001,4
400000000037001,重庆长安民生物流股份有限公司,2017-05-08,400000000950008,400000000286002,NULL
400000000037001,重庆长安民生物流股份有限公司,2017-05-08,400000000950026,400000000286003,NULL
400000000037001,重庆长安民生物流股份有限公司,2017-05-07,400000000951004,400000000278001,7
400000000037001,重庆长安民生物流股份有限公司,2017-05-08,400000000951025,400000000278002,NULL
400000000037001,重庆长安民生物流股份有限公司,2017-05-07,400000000952004,400000000279001,NULL
400000000037001,重庆长安民生物流股份有限公司,2017-05-08,400000000952026,400000000279002,NULL
400000000037001,重庆长安民生物流股份有限公司,2017-05-08,400000000952027,400000000279003,1
400000000037001,重庆长安民生物流股份有限公司,2017-05-07,400000000954004,400000000280001,21
400000000037001,重庆长安民生物流股份有限公司,2017-05-08,400000000954022,400000000280002,NULL
400000000037001,重庆长安民生物流股份有限公司,2017-05-07,400000000955003,400000000283001,7
400000000037001,重庆长安民生物流股份有限公司,2017-05-08,400000000955011,400000000283002,NULL
400000000037001,重庆长安民生物流股份有限公司,2017-05-07,400000000956005,400000000289001,7
400000000037001,重庆长安民生物流股份有限公司,2017-05-08,400000000956023,400000000289002,NULL
400000000037001,重庆长安民生物流股份有限公司,2017-05-07,400000000957003,400000000284001,9
400000000037001,重庆长安民生物流股份有限公司,2017-05-08,400000000957004,400000000284002,2
400000000037001,重庆长安民生物流股份有限公司,2017-05-07,400000000959002,400000000282001,16
400000000037001,重庆长安民生物流股份有限公司,2017-05-07,400000000959026,400000000282002,7
400000000037001,重庆长安民生物流股份有限公司,2017-05-08,400000000960002,400000000287001,65
400000000037001,重庆长安民生物流股份有限公司,2017-05-08,400000000960003,400000000287002,NULL
400000000037001,重庆长安民生物流股份有限公司,2017-05-08,400000000960004,400000000287003,2
